,X,cnty_rte,milepost,CASENO,severity,light,numvehs,numlanes,mediantype,medwidth,speed,volume,ruralurban
2054,07010 19RD-11.12-201401070905959016551,07010 19RD,11.12,2.01E+20,5,DL,2,> 4,D,10,H,320000,U
2055,07010 19RD-11.3-201401111505959020617,07010 19RD,11.3,2.01E+20,5,DL,4,> 4,D,10,H,308210,U
2056,07010 19RD-11.35-201401071400959016551,07010 19RD,11.35,2.01E+20,5,DL,2,> 4,D,10,H,308210,U
2057,07010 19RD-11.35-201401131250959014439,07010 19RD,11.35,2.01E+20,5,DL,3,> 4,D,10,H,308210,U
2058,07010 19RD-11.36-201401130850959014439,07010 19RD,11.36,2.01E+20,5,DL,2,> 4,D,10,H,308210,U
2059,07010 19RD-11.561-201401071900194238633,07010 19RD,11.561,2.01E+20,5,NDL,2,> 4,D,10,H,340000,U
2060,07010 19RD-11.82-201401131430959013018,07010 19RD,11.82,2.01E+20,5,DL,2,> 4,D,10,H,340000,U
2061,07010 19RD-12.13-201401101813959020052,07010 19RD,12.13,2.01E+20,4,NDL,2,> 4,D,9,H,340000,U
2062,07010 19RD-12.33-201401021840959019368,07010 19RD,12.33,2.01E+20,5,NDL,3,> 4,D,9,H,349000,U
2063,07010 19RD-12.63-201401131345959013018,07010 19RD,12.63,2.01E+20,5,DL,2,> 4,D,22,H,349000,U
2064,07010 19RD-12.651-201401120345194240025,07010 19RD,12.651,2.01E+20,5,NDL,2,> 4,D,22,H,349000,U
2065,07010 19RD-12.75-201401012111959020693,07010 19RD,12.75,2.01E+20,4,NDL,1,> 4,D,22,H,349000,U
2066,07010 19RD-12.86-201401110306959020662,07010 19RD,12.86,2.01E+20,5,NDL,2,> 4,D,22,H,357000,U
2067,07010 19RD-13.05-201401131905959013435,07010 19RD,13.05,2.01E+20,3,DL,2,> 4,D,22,H,357000,U
2068,07010 19RD-13.434-201401021040959017586,07010 19RD,13.434,2.01E+20,4,DL,2,> 4,D,22,H,362778,U
2069,07010 19RD-13.437-201401041030959019303,07010 19RD,13.437,2.01E+20,4,DL,3,> 4,D,22,H,362778,U
2070,07010 19RD-2.75-201401132210956520501,07010 19RD,2.75,2.01E+20,3,NDL,2,> 4,D,22,H,139000,U
2071,07010 19RD-2.78-201401051445956519540,07010 19RD,2.78,2.01E+20,5,DL,3,> 4,D,22,H,139000,U
2072,07010 19RD-3.28-201401021655956520059,07010 19RD,3.28,2.01E+20,4,NDL,2,> 4,D,22,H,185000,U
2073,07010 19RD-3.28-201401051400956520273,07010 19RD,3.28,2.01E+20,5,DL,2,> 4,D,22,H,185000,U
2074,07010 19RD-3.66-201401141125956520059,07010 19RD,3.66,2.01E+20,2,DL,2,> 4,D,22,H,185000,U
2075,07010 19RD-4-201401051617956519540,07010 19RD,4,2.01E+20,4,DL,2,> 4,D,22,H,185000,U
2076,07010 19RD-4.4-201401141435956520059,07010 19RD,4.4,2.01E+20,3,DL,2,> 4,D,22,H,177000,U
2077,07010 19RD-4.89-201401041301956520442,07010 19RD,4.89,2.01E+20,5,DL,5,> 4,D,22,H,236738,U
2078,07010 19RD-4.95-201401111248956520349,07010 19RD,4.95,2.01E+20,5,DL,3,> 4,D,22,H,240859,U
2079,07010 19RD-5.19-201401131305956520439,07010 19RD,5.19,2.01E+20,4,DL,3,> 4,D,22,H,251293,U
2080,07010 19RD-5.35-201401101945956520445,07010 19RD,5.35,2.01E+20,5,NDL,2,> 4,D,22,H,219000,U
2081,07010 19RD-5.47-201401010530956519576,07010 19RD,5.47,2.01E+20,3,NDL,2,> 4,D,22,H,262000,U
2082,07010 19RD-6.05-201401112330956520513,07010 19RD,6.05,2.01E+20,5,NDL,2,> 4,D,22,H,278605,U
2083,07010 19RD-6.17-201401112320956520513,07010 19RD,6.17,2.01E+20,5,NDL,2,> 4,D,22,H,282067,U
2084,07010 19RD-6.27-201401142200956520306,07010 19RD,6.27,2.01E+20,5,NDL,2,> 4,D,22,H,282067,U
2085,07010 19RD-6.51-201401111030956519540,07010 19RD,6.51,2.01E+20,5,DL,2,> 4,D,22,H,256000,U
2086,07010 19RD-6.55-201401061930956520370,07010 19RD,6.55,2.01E+20,5,NDL,2,> 4,D,22,H,256000,U
2087,07010 19RD-7.28-201401081000956518154,07010 19RD,7.28,2.01E+20,5,DL,3,> 4,D,15,H,277232,U
2088,07010 19RD-7.3-201401100510956519834,07010 19RD,7.3,2.01E+20,5,NDL,1,> 4,D,15,H,277232,U
2089,07010 19RD-7.31-201401100513956519834,07010 19RD,7.31,2.01E+20,5,NDL,2,> 4,D,15,H,277232,U
2090,07010 19RD-7.99-201401061845956520370,07010 19RD,7.99,2.01E+20,5,NDL,3,> 4,D,15,H,279000,U
2091,07010 19RD-8.15-201401120110956520513,07010 19RD,8.15,2.01E+20,5,NDL,2,> 4,D,22,H,279000,U
2092,07010 19RD-8.75-201401051745956520480,07010 19RD,8.75,2.01E+20,4,NDL,4,> 4,D,22,H,279000,U
2093,07010 19RD-8.75-201401061920956520343,07010 19RD,8.75,2.01E+20,5,NDL,2,> 4,D,22,H,279000,U
2094,07010 19RD-9.02-201401131215959014439,07010 19RD,9.02,2.01E+20,5,DL,2,> 4,D,22,H,224551,U
2095,07010 19RD-9.55-201401090820959020169,07010 19RD,9.55,2.01E+20,5,DL,2,> 4,D,22,H,262301,U
2096,07010 19RD-9.79-201401101130959019354,07010 19RD,9.79,2.01E+20,5,DL,2,> 4,D,22,H,284629,U
2097,07010 19SD-0.08-201401060310959020697,07010 19SD,0.08,2.01E+20,3,NDL,1,> 4,D,99,H,100000,U
2098,07014 19 D-32.73-201401100150954019856,07014 19 D,32.73,2.01E+20,3,NDL,1,> 4,D,18,H,112000,U
2099,07014 19 D-39.05-201401120400954020304,07014 19 D,39.05,2.01E+20,5,NDL,1,> 4,D,22,H,96000,R
2100,07014 19 D-41.21-201401141509954016168,07014 19 D,41.21,2.01E+20,3,DL,2,> 4,D,18,H,93000,R
2101,07014 19RD-24.788-201401040815954018502,07014 19RD,24.788,2.01E+20,4,DL,2,> 4,D,99,H,166000,U
2102,07014 19RD-25.09-201401090620954017076,07014 19RD,25.09,2.01E+20,5,DL,3,> 4,D,36,H,166000,U
2103,07014 19RD-25.438-201401051730954018202,07014 19RD,25.438,2.01E+20,5,NDL,1,> 4,D,36,H,166000,U
2104,07014 19RD-25.438-201401051731954018202,07014 19RD,25.438,2.01E+20,5,NDL,2,> 4,D,36,H,166000,U
2105,07014 19RD-25.438-201401141601954017181,07014 19RD,25.438,2.01E+20,3,DL,1,> 4,D,36,H,166000,U
2106,07014 19RD-25.82-201401101720954019332,07014 19RD,25.82,2.01E+20,5,NDL,2,> 4,D,29,H,166000,U
2107,07014 19RD-26.23-201401030935954018502,07014 19RD,26.23,2.01E+20,5,DL,3,> 4,D,29,H,166000,U
2108,07014 19RD-26.891-201401030710954018502,07014 19RD,26.891,2.01E+20,5,DL,2,> 4,D,29,H,166000,U
2109,07014 19RD-27.11-201401101655954019254,07014 19RD,27.11,2.01E+20,4,DL,2,> 4,D,16,H,151000,U
2110,07014 19RD-29.524-201401091300954017181,07014 19RD,29.524,2.01E+20,5,DL,2,> 4,D,28,H,144000,U
2111,07014 19RD-29.73-201401021420954017181,07014 19RD,29.73,2.01E+20,5,DL,2,> 4,D,28,H,144000,U
2112,07014 19RD-48.59-201401141820954516124,07014 19RD,48.59,2.01E+20,5,NDL,1,> 4,D,82,H,95000,R
2113,07014 19RD-50.55-201401100531954517651,07014 19RD,50.55,2.01E+20,4,NDL,4,> 4,D,82,H,94000,R
2114,07014 19RD-50.97-201401041655954518353,07014 19RD,50.97,2.01E+20,5,DL,1,> 4,D,82,H,95000,R
2115,07014 19RD-53.54-201401110400954519963,07014 19RD,53.54,2.01E+20,5,NDL,1,> 4,D,10,H,95000,R
2116,07014 19RD-54.249-201401131250954517651,07014 19RD,54.249,2.01E+20,3,DL,1,> 4,D,18,H,95000,R
2117,07014 19RD-58.044-201401010250954519951,07014 19RD,58.044,2.01E+20,5,NDL,1,> 4,D,18,H,71000,U
2118,07014 19RD-59.97-201401140950954513963,07014 19RD,59.97,2.01E+20,4,DL,1,> 4,D,18,H,87000,U
2119,07014 19RD-60.18-201401021728954516124,07014 19RD,60.18,2.01E+20,4,NDL,3,> 4,D,25,H,87000,U
2120,07014 19RD-60.8-201401130305954519951,07014 19RD,60.8,2.01E+20,5,NDL,2,> 4,D,46,H,87000,U
2121,07014 19RD-61.1-201401011850954516124,07014 19RD,61.1,2.01E+20,4,NDL,2,> 4,D,46,H,87000,U
2122,07014 19RD-61.14-201401051450954517305,07014 19RD,61.14,2.01E+20,5,DL,2,> 4,D,46,H,87000,U
2123,07014 19RD-61.208-201401051520190040241,07014 19RD,61.208,2.01E+20,5,DL,2,> 4,D,46,H,87000,U
2124,07014 19RD-65.28-201401010442954520228,07014 19RD,65.28,2.01E+20,4,NDL,1,> 4,D,70,H,89000,U
2125,07014 19RD-67.514-201401080750954513004,07014 19RD,67.514,2.01E+20,5,DL,1,> 4,D,70,H,41500,U
2126,07014 19RD-73.836-201401032200954519414,07014 19RD,73.836,2.01E+20,1,NDL,1,4,D,94,H,35500,R
2127,07019 19 D-6.394-201401101720190015585,07019 19 D,6.394,2.01E+20,5,NDL,2,4,D,18,H,36685,U
2128,07019 19 D-6.65-201401051820190007852,07019 19 D,6.65,2.01E+20,5,NDL,2,4,D,18,H,36685,U
2129,07019 19 D-7.39-201401060740190012456,07019 19 D,7.39,2.01E+20,4,DL,2,4,D,18,H,24500,U
2130,07019 19 D-7.73-201401061916190029803,07019 19 D,7.73,2.01E+20,5,NDL,2,4,D,18,H,24500,U
2131,07023 19 U-7.4-201401041425958019896,07023 19 U,7.4,2.01E+20,4,DL,1,2,UD,0,I,800,R
2132,07023 56 U-17.25-201401101750977020238,07023 56 U,17.25,2.01E+20,5,NDL,1,2,UD,0,I,6300,R
2133,07023 56RD-2.62-201401061508560002913,07023 56RD,2.62,2.01E+20,5,DL,1,4,D,16,I,24431,U
2134,07023 56RD-2.88-201401091152560004045,07023 56RD,2.88,2.01E+20,3,DL,3,> 4,D,16,I,24100,U
2135,07023 56RD-5.97-201401070745977012869,07023 56RD,5.97,2.01E+20,5,DL,4,4,D,71,H,103000,U
2136,07023 56RD-7.84-201401020735977014675,07023 56RD,7.84,2.01E+20,5,DL,1,4,D,71,H,87000,U
2137,07023 56RD-7.96-201401071820977020040,07023 56RD,7.96,2.01E+20,5,NDL,3,4,D,71,H,87000,U
2138,07023 56RD-8.056-201401132145977014454,07023 56RD,8.056,2.01E+20,4,NDL,1,4,D,71,H,87000,U
2139,07027 19 D-15.041-201401110325194236068,07027 19 D,15.041,2.01E+20,3,NDL,2,> 4,D,14,I,35605,U
2140,07027 19 D-15.83-201401060710194232774,07027 19 D,15.83,2.01E+20,3,DL,1,> 4,D,14,I,33242,U
2141,07027 19 D-16.51-201401050950194230830,07027 19 D,16.51,2.01E+20,4,DL,2,4,D,14,I,45312,U
2142,07027 19 D-17.04-201401051235194230830,07027 19 D,17.04,2.01E+20,4,DL,2,4,D,14,I,43590,U
2143,07027 19 U-11.571-201401071610194238850,07027 19 U,11.571,2.01E+20,5,DL,1,4,UD,0,I,26000,U
2144,07027 19RD-17.53-201401100940194230596,07027 19RD,17.53,2.01E+20,5,DL,2,> 4,D,14,I,42793,U
2145,07033 56 D-0.13-201401021408976516714,07033 56 D,0.13,2.01E+20,4,DL,2,4,D,99,H,37034,U
2146,07033 56 D-10.83-201401031245976520628,07033 56 D,10.83,2.01E+20,4,DL,2,2,D,12,I,21545,U
2147,07033 56 D-8.57-201401041300976520628,07033 56 D,8.57,2.01E+20,5,DL,2,4,D,10,I,24000,U
2148,07033 56 D-9.05-201401101520976517662,07033 56 D,9.05,2.01E+20,4,DL,2,4,D,10,I,23000,U
2149,07034 56 U-10.433-201401070923976513943,07034 56 U,10.433,2.01E+20,5,DL,1,2,UD,0,H,9300,R
2150,07034 56 U-7.38-201401031710976520423,07034 56 U,7.38,2.01E+20,5,NDL,2,2,UD,0,H,11700,R
2151,07039 19 U-28.91-201401121305952520346,07039 19 U,28.91,2.01E+20,2,DL,1,2,UD,0,I,686,R
2152,07057 19 D-4.89-201401031305952519491,07057 19 D,4.89,2.01E+20,5,DL,2,> 4,D,30,H,129000,U
2153,07057 19 D-4.95-201401101325952519941,07057 19 D,4.95,2.01E+20,4,DL,2,> 4,D,30,H,129000,U
2154,07057 19 D-5.01-201401101310952519941,07057 19 D,5.01,2.01E+20,5,DL,2,> 4,D,30,H,144000,U
2155,07057 19 D-6.162-201401141650952515980,07057 19 D,6.162,2.01E+20,5,NDL,2,> 4,D,30,H,144000,U
2156,07057 19RD-0.61-201401031740952518366,07057 19RD,0.61,2.01E+20,5,NDL,2,> 4,D,18,H,205526,R
2157,07057 19RD-1.64-201401081830952515980,07057 19RD,1.64,2.01E+20,5,NDL,2,> 4,D,18,H,211000,U
2158,07057 19RD-1.66-201401131540952516283,07057 19RD,1.66,2.01E+20,5,DL,3,> 4,D,18,H,211000,U
2159,07057 19RD-2.01-201401101800952519491,07057 19RD,2.01,2.01E+20,5,NDL,2,> 4,D,18,H,194000,U
2160,07057 19RD-2.89-201401051727952519632,07057 19RD,2.89,2.01E+20,4,NDL,2,> 4,D,18,H,194000,U
2161,07057 19RD-2.92-201401021600952519291,07057 19RD,2.92,2.01E+20,4,DL,2,> 4,D,18,H,194000,U
2162,07057 19RD-3.07-201401021620952518366,07057 19RD,3.07,2.01E+20,5,DL,2,> 4,D,18,H,194000,U
2163,07057 19RD-3.26-201401090400952520532,07057 19RD,3.26,2.01E+20,4,NDL,1,> 4,D,18,H,198000,U
2164,07057 19RD-3.55-201401041925952519632,07057 19RD,3.55,2.01E+20,5,NDL,3,> 4,D,22,H,198000,U
2165,07057 19RD-3.67-201401021538952518366,07057 19RD,3.67,2.01E+20,4,DL,3,> 4,D,22,H,198000,U
2166,07057 19RD-3.67-201401031559952518366,07057 19RD,3.67,2.01E+20,5,DL,2,> 4,D,22,H,198000,U
2167,07057 19RD-3.97-201401131815952516283,07057 19RD,3.97,2.01E+20,5,NDL,3,> 4,D,22,H,198000,U
2168,07057 19RD-7.19-201401101805952520505,07057 19RD,7.19,2.01E+20,5,NDL,3,> 4,D,30,H,154000,U
2169,07057 19RD-8.777-201401061835190034609,07057 19RD,8.777,2.01E+20,5,NDL,2,> 4,D,30,H,168000,U
2170,07057 19RL-11.68-201401080715952512820,07057 19RL,11.68,2.01E+20,4,DL,2,2,D,99,H,74000,U
2171,07057 19RR-4.41-201401141510952516283,07057 19RR,4.41,2.01E+20,5,DL,2,4,D,99,H,99000,U
2172,07060 19 D-0.27-201401140755959001318,07060 19 D,0.27,2.01E+20,5,DL,2,> 4,D,22,H,181381,U
2173,07060 19 D-0.36-201401130705959013018,07060 19 D,0.36,2.01E+20,5,DL,3,> 4,D,40,H,183675,U
2174,07060 19 D-0.47-201401090720959019354,07060 19 D,0.47,2.01E+20,5,DL,2,> 4,D,99,H,186543,U
2175,07060 19 D-10.97-201401121535953520673,07060 19 D,10.97,2.01E+20,4,DL,4,> 4,D,22,H,213000,U
2176,07060 19 D-11.486-201401141740953513421,07060 19 D,11.486,2.01E+20,5,NDL,2,> 4,D,22,H,209000,U
2177,07060 19 D-11.7-201401010300953519839,07060 19 D,11.7,2.01E+20,5,NDL,2,> 4,D,22,H,209000,U
2178,07060 19 D-11.96-201401131915955020419,07060 19 D,11.96,2.01E+20,4,NDL,3,> 4,D,22,H,239000,U
2179,07060 19 D-12.04-201401090630955016228,07060 19 D,12.04,2.01E+20,5,DL,2,> 4,D,22,H,239000,U
2180,07060 19 D-12.41-201401122141955020419,07060 19 D,12.41,2.01E+20,5,NDL,4,> 4,D,15,H,237199,U
2181,07060 19 D-12.41-201401122142955020419,07060 19 D,12.41,2.01E+20,5,NDL,3,> 4,D,15,H,237199,U
2182,07060 19 D-12.43-201401122140955020419,07060 19 D,12.43,2.01E+20,5,NDL,2,> 4,D,15,H,237199,U
2183,07060 19 D-12.57-201401090835955015746,07060 19 D,12.57,2.01E+20,5,DL,2,> 4,D,15,H,237624,U
2184,07060 19 D-12.61-201401051130955020018,07060 19 D,12.61,2.01E+20,5,DL,2,> 4,D,15,H,237624,U
2185,07060 19 D-12.62-201401031845955020696,07060 19 D,12.62,2.01E+20,5,NDL,3,> 4,D,15,H,237624,U
2186,07060 19 D-12.69-201401081750955019117,07060 19 D,12.69,2.01E+20,5,NDL,2,> 4,D,15,H,237000,U
2187,07060 19 D-12.91-201401130915955016109,07060 19 D,12.91,2.01E+20,5,DL,2,> 4,D,11,H,237289,U
2188,07060 19 D-14.34-201401121715955020469,07060 19 D,14.34,2.01E+20,5,NDL,2,> 4,D,19,H,218490,U
2189,07060 19 D-14.356-201401031030955020025,07060 19 D,14.356,2.01E+20,5,DL,2,> 4,D,19,H,218490,U
2190,07060 19 D-14.39-201401060925955015746,07060 19 D,14.39,2.01E+20,5,DL,2,> 4,D,19,H,218490,U
2191,07060 19 D-14.45-201401071720955020479,07060 19 D,14.45,2.01E+20,5,NDL,2,> 4,D,19,H,218490,U
2192,07060 19 D-14.49-201401101340955020025,07060 19 D,14.49,2.01E+20,5,DL,6,> 4,D,19,H,218490,U
2193,07060 19 D-14.53-201401130820955016109,07060 19 D,14.53,2.01E+20,4,DL,3,> 4,D,19,H,218490,U
2194,07060 19 D-14.68-201401010420955019117,07060 19 D,14.68,2.01E+20,3,NDL,1,> 4,D,19,H,218490,U
2195,07060 19 D-15.775-201401021125955019939,07060 19 D,15.775,2.01E+20,5,DL,2,> 4,D,8,H,236347,U
2196,07060 19 D-15.775-201401030850955019939,07060 19 D,15.775,2.01E+20,5,DL,2,> 4,D,8,H,236347,U
2197,07060 19 D-15.99-201401140820955015746,07060 19 D,15.99,2.01E+20,4,DL,4,> 4,D,8,H,214368,U
2198,07060 19 D-16.05-201401131300955018271,07060 19 D,16.05,2.01E+20,3,DL,3,> 4,D,8,H,214368,U
2199,07060 19 D-16.11-201401101018955019939,07060 19 D,16.11,2.01E+20,4,DL,3,> 4,D,8,H,214368,U
2200,07060 19 D-16.16-201401070830955014312,07060 19 D,16.16,2.01E+20,5,DL,2,> 4,D,8,H,214368,U
2201,07060 19 D-16.34-201401022050955019117,07060 19 D,16.34,2.01E+20,5,NDL,2,> 4,D,8,H,218890,U
2202,07060 19 D-17.811-201401081140955016109,07060 19 D,17.811,2.01E+20,5,DL,2,> 4,D,11,H,236684,U
2203,07060 19 D-18.82-201401091321955017511,07060 19 D,18.82,2.01E+20,4,DL,2,> 4,D,22,H,216000,U
2204,07060 19 D-19.27-201401071410955019117,07060 19 D,19.27,2.01E+20,5,DL,2,> 4,D,22,H,216000,U
2205,07060 19 D-19.297-201401010213955019120,07060 19 D,19.297,2.01E+20,3,NDL,1,> 4,D,22,H,216000,U
2206,07060 19 D-19.5-201401101822955019017,07060 19 D,19.5,2.01E+20,5,NDL,2,> 4,D,8,H,208249,U
2207,07060 19 D-19.51-201401010830955014312,07060 19 D,19.51,2.01E+20,3,DL,1,> 4,D,8,H,208249,U
2208,07060 19 D-19.68-201401100940955019939,07060 19 D,19.68,2.01E+20,5,DL,1,> 4,D,8,H,209212,U
2209,07060 19 D-19.69-201401071500955014312,07060 19 D,19.69,2.01E+20,5,DL,2,> 4,D,8,H,209212,U
2210,07060 19 D-20.05-201401071550955014312,07060 19 D,20.05,2.01E+20,3,DL,6,> 4,D,8,H,209212,U
2211,07060 19 D-20.24-201401131330955015746,07060 19 D,20.24,2.01E+20,5,DL,2,> 4,D,8,H,209212,U
2212,07060 19 D-20.47-201401070650955014312,07060 19 D,20.47,2.01E+20,5,DL,2,> 4,D,8,H,201000,U
2213,07060 19 D-20.52-201401110820955019939,07060 19 D,20.52,2.01E+20,5,DL,2,> 4,D,8,H,201000,U
2214,07060 19 D-8.73-201401061725953513421,07060 19 D,8.73,2.01E+20,5,NDL,2,> 4,D,15,H,193442,U
2215,07060 19 D-9.21-201401122215953519983,07060 19 D,9.21,2.01E+20,5,NDL,2,> 4,D,15,H,198705,U
2216,07060 19 D-9.23-201401081548953513989,07060 19 D,9.23,2.01E+20,5,DL,3,> 4,D,15,H,198705,U
2217,07060 19 D-9.75-201401050045953520633,07060 19 D,9.75,2.01E+20,5,NDL,2,> 4,D,22,H,211000,U
2218,07060 19 D-9.81-201401021725953519626,07060 19 D,9.81,2.01E+20,5,NDL,2,> 4,D,22,H,211000,U
2219,07060 19 D-9.87-201401031707953519626,07060 19 D,9.87,2.01E+20,4,NDL,2,> 4,D,22,H,211000,U
2220,07060 19RD-0.79-201401070153959020677,07060 19RD,0.79,2.01E+20,5,NDL,2,> 4,D,99,H,176000,U
2221,07060 19RD-0.88-201401070830959013018,07060 19RD,0.88,2.01E+20,5,DL,2,> 4,D,99,H,176000,U
2222,07060 19RD-0.98-201401040050959020672,07060 19RD,0.98,2.01E+20,2,NDL,2,> 4,D,70,H,188685,U
2223,07060 19RD-1.2-201401071635959020524,07060 19RD,1.2,2.01E+20,5,DL,2,> 4,D,40,H,190271,U
2224,07060 19RD-1.36-201401061330959013018,07060 19RD,1.36,2.01E+20,5,DL,2,> 4,D,12,H,176000,U
2225,07060 19RD-1.41-201401081920958019660,07060 19RD,1.41,2.01E+20,5,NDL,2,> 4,D,12,H,176000,U
2226,07060 19RD-21.2-201401090500955015046,07060 19RD,21.2,2.01E+20,5,NDL,2,> 4,D,8,H,210200,U
2227,07060 19RD-21.305-201401072145955020479,07060 19RD,21.305,2.01E+20,5,NDL,2,> 4,D,8,H,210200,U
2228,07060 19RD-21.39-201401031848955020688,07060 19RD,21.39,2.01E+20,5,NDL,2,> 4,D,8,H,210200,U
2229,07060 19RD-21.44-201401081800955020689,07060 19RD,21.44,2.01E+20,4,NDL,3,> 4,D,8,H,210200,U
2230,07060 19RD-21.47-201401140920955014312,07060 19RD,21.47,2.01E+20,4,DL,2,> 4,D,8,H,210200,U
2231,07060 19RD-21.61-201401102225952520499,07060 19RD,21.61,2.01E+20,5,NDL,3,> 4,D,8,H,193555,U
2232,07060 19RD-21.89-201401122010952520410,07060 19RD,21.89,2.01E+20,5,NDL,2,> 4,D,8,H,198118,U
2233,07060 19RD-22.01-201401092220952520505,07060 19RD,22.01,2.01E+20,5,NDL,2,> 4,D,8,H,198118,U
2234,07060 19RD-22.35-201401010548952515632,07060 19RD,22.35,2.01E+20,3,NDL,4,> 4,D,8,H,202326,U
2235,07060 19RD-22.36-201401010545952515632,07060 19RD,22.36,2.01E+20,5,NDL,1,> 4,D,8,H,202326,U
2236,07060 19RD-22.796-201401021924952519632,07060 19RD,22.796,2.01E+20,5,NDL,2,> 4,D,8,H,213194,U
2237,07060 19RD-22.93-201401020810952520114,07060 19RD,22.93,2.01E+20,4,DL,2,> 4,D,6,H,215168,U
2238,07060 19RD-23.2-201401041320952520114,07060 19RD,23.2,2.01E+20,5,DL,2,> 4,D,6,H,197593,U
2239,07060 19RD-23.38-201401091725952516283,07060 19RD,23.38,2.01E+20,4,NDL,2,> 4,D,9,H,206492,U
2240,07060 19RD-23.46-201401102150952520499,07060 19RD,23.46,2.01E+20,5,NDL,2,> 4,D,6,H,210915,U
2241,07060 19RD-23.54-201401032355952520561,07060 19RD,23.54,2.01E+20,5,NDL,2,> 4,D,6,H,213610,U
2242,07060 19RD-23.87-201401100300952519506,07060 19RD,23.87,2.01E+20,5,NDL,1,> 4,D,6,H,259187,U
2243,07060 19RD-23.95-201401080830952515632,07060 19RD,23.95,2.01E+20,5,DL,2,> 4,D,6,H,257364,U
2244,07060 19RD-24.05-201401041850952519632,07060 19RD,24.05,2.01E+20,5,NDL,2,> 4,D,6,H,249558,U
2245,07060 19RD-24.25-201401021755952520499,07060 19RD,24.25,2.01E+20,5,NDL,3,> 4,D,6,H,231612,U
2246,07060 19RD-24.25-201401080645952515632,07060 19RD,24.25,2.01E+20,5,NDL,2,> 4,D,6,H,231612,U
2247,07060 19RD-24.41-201401100610952520114,07060 19RD,24.41,2.01E+20,5,NDL,2,> 4,D,6,H,222566,U
2248,07060 19RD-24.43-201401091610952516283,07060 19RD,24.43,2.01E+20,5,DL,2,> 4,D,6,H,222566,U
2249,07060 19RD-24.46-201401111450952519966,07060 19RD,24.46,2.01E+20,2,DL,2,> 4,D,6,H,267000,U
2250,07060 19RD-24.52-201401110650952519966,07060 19RD,24.52,2.01E+20,3,DL,1,> 4,D,6,H,264483,U
2251,07060 19RD-24.53-201401021045952519966,07060 19RD,24.53,2.01E+20,3,DL,4,> 4,D,6,H,263123,U
2252,07060 19RD-24.53-201401021155952519966,07060 19RD,24.53,2.01E+20,5,DL,2,> 4,D,6,H,263123,U
2253,07060 19RD-24.57-201401130957952520632,07060 19RD,24.57,2.01E+20,5,DL,2,> 4,D,6,H,263123,U
2254,07060 19RD-24.712-201401011520952516283,07060 19RD,24.712,2.01E+20,5,DL,2,> 4,D,6,H,254263,U
2255,07060 19RD-24.85-201401070630952518241,07060 19RD,24.85,2.01E+20,5,DL,2,> 4,D,6,H,252349,U
2256,07060 19RD-24.85-201401111505952519632,07060 19RD,24.85,2.01E+20,5,DL,2,> 4,D,6,H,252349,U
2257,07060 19RD-24.95-201401080915952518761,07060 19RD,24.95,2.01E+20,5,DL,5,> 4,D,6,H,252349,U
2258,07060 19RD-25.05-201401041302952520632,07060 19RD,25.05,2.01E+20,5,DL,2,> 4,D,6,H,238605,U
2259,07060 19RD-25.372-201401090820952513274,07060 19RD,25.372,2.01E+20,5,DL,3,> 4,D,6,H,220984,U
2260,07060 19RD-25.372-201401091855952515980,07060 19RD,25.372,2.01E+20,5,NDL,2,> 4,D,6,H,220984,U
2261,07060 19RD-29.54-201401082105952519506,07060 19RD,29.54,2.01E+20,4,NDL,3,> 4,D,18,H,162157,U
2262,07060 19RD-3.78-201401091600953514987,07060 19RD,3.78,2.01E+20,5,DL,2,> 4,D,15,H,224652,U
2263,07060 19RD-30.03-201401110155952520042,07060 19RD,30.03,2.01E+20,5,NDL,2,> 4,D,18,H,165650,U
2264,07060 19RD-4.26-201401101720953519983,07060 19RD,4.26,2.01E+20,5,NDL,2,> 4,D,8,H,208697,U
2265,07060 19RD-4.52-201401101430953518281,07060 19RD,4.52,2.01E+20,5,DL,2,> 4,D,8,H,236033,U
2266,07060 19RD-5.12-201401131645953514987,07060 19RD,5.12,2.01E+20,4,DL,3,> 4,D,8,H,222051,U
2267,07060 19RD-5.56-201401070605953514987,07060 19RD,5.56,2.01E+20,5,NDL,2,> 4,D,22,H,209564,U
2268,07060 19RD-6.67-201401061735953516423,07060 19RD,6.67,2.01E+20,5,NDL,2,> 4,D,8,H,208223,U
2269,07060 19RD-6.7-201401111230953520626,07060 19RD,6.7,2.01E+20,5,DL,3,> 4,D,8,H,208223,U
2270,07060 19RD-7.2-201401081800953513989,07060 19RD,7.2,2.01E+20,4,NDL,2,> 4,D,8,H,204193,U
2271,07060 19RD-7.43-201401061525953513421,07060 19RD,7.43,2.01E+20,5,DL,4,> 4,D,8,H,204193,U
2272,07060 19RD-7.62-201401100825953520626,07060 19RD,7.62,2.01E+20,2,DL,4,> 4,D,8,H,197059,U
2273,07060 19RD-7.68-201401071200953513259,07060 19RD,7.68,2.01E+20,5,DL,2,> 4,D,8,H,197059,U
2274,07060 19RD-7.79-201401090540953516276,07060 19RD,7.79,2.01E+20,5,NDL,3,> 4,D,15,H,204000,U
2275,07060 19RD-7.815-201401020512194701400,07060 19RD,7.815,2.01E+20,5,NDL,1,> 4,D,15,H,204000,U
2276,07060 19RD-8.55-201401080815953516276,07060 19RD,8.55,2.01E+20,5,DL,1,> 4,D,22,H,208000,U
2277,07066 19 D-2.401-201401012153193800620,07066 19 D,2.401,2.01E+20,4,NDL,2,> 4,D,16,I,22442,U
