,X,cnty_rte,milepost,CASENO,severity,light,numvehs,numlanes,mediantype,medwidth,speed,volume,ruralurban
4191,11805 37 D-20.88-201401141740964513292,11805 37 D,20.88,2.01E+20,5,NDL,2,> 4,D,30,H,132424,U
4192,11805 37 D-21.04-201401090720964513383,11805 37 D,21.04,2.01E+20,4,DL,4,> 4,D,30,H,132424,U
4193,11805 37 D-21.95-201401140857964513383,11805 37 D,21.95,2.01E+20,5,DL,2,> 4,D,30,H,115336,U
4194,11805 37 D-22.48-201401100715964516816,11805 37 D,22.48,2.01E+20,5,DL,4,> 4,D,30,H,53890,U
4195,11805 37 D-22.67-201401100900964514804,11805 37 D,22.67,2.01E+20,5,DL,2,> 4,D,30,H,155000,U
4196,11805 37 D-23.94-201401061150964514909,11805 37 D,23.94,2.01E+20,3,DL,2,> 4,D,46,H,155000,U
4197,11805 37 D-24.71-201401011830964513648,11805 37 D,24.71,2.01E+20,5,NDL,2,> 4,D,46,H,132422,U
4198,11805 37 D-24.77-201401061835964517025,11805 37 D,24.77,2.01E+20,4,NDL,2,> 4,D,46,H,132422,U
4199,11805 37 D-26.04-201401041430964518678,11805 37 D,26.04,2.01E+20,5,DL,2,> 4,D,46,H,136000,U
4200,11805 37 D-26.24-201401101630964519054,11805 37 D,26.24,2.01E+20,2,DL,2,> 4,D,46,H,120533,U
4201,11805 37 D-26.38-201401071510964516139,11805 37 D,26.38,2.01E+20,5,DL,2,> 4,D,46,H,114463,U
4202,11805 37 D-27.4-201401101850964519054,11805 37 D,27.4,2.01E+20,5,NDL,2,> 4,D,46,H,59669,U
4203,11805 37 D-27.5-201401141750964516139,11805 37 D,27.5,2.01E+20,5,NDL,2,> 4,D,46,H,59669,U
4204,11805 37 D-5.12-201401052005964519712,11805 37 D,5.12,2.01E+20,5,NDL,2,> 4,D,46,H,73236,U
4205,11805 37 D-5.34-201401140706964514922,11805 37 D,5.34,2.01E+20,5,DL,2,> 4,D,46,H,58398,U
4206,11805 37 D-6.97-201401141530964517473,11805 37 D,6.97,2.01E+20,5,DL,2,> 4,D,22,H,44975,U
4207,11805 37 D-8.035-201401041145370201088,11805 37 D,8.035,2.01E+20,5,DL,2,> 4,D,22,H,126217,U
4208,11805 37 D-9.323-201401022330964519676,11805 37 D,9.323,2.01E+20,5,NDL,2,> 4,D,10,H,158000,U
4209,11905 37 D-4.72-201401130650964515494,11905 37 D,4.72,2.01E+20,3,DL,2,4,D,84,H,55000,U
4210,11905 37RD-11.52-201401131935964518587,11905 37RD,11.52,2.01E+20,5,NDL,2,> 4,D,54,H,18349,R
4211,12001 30 D-10.101-201401081557301131241,12001 30 D,10.101,2.01E+20,5,DL,2,4,D,12,I,37149,U
4212,12001 30 D-19.761-201401022023301401157,12001 30 D,19.761,2.01E+20,3,NDL,2,4,D,2,I,49179,U
4213,12001 30 D-21.38-201401130251301401386,12001 30 D,21.38,2.01E+20,5,NDL,1,> 4,D,12,I,49000,U
4214,12001 30 D-29.54-201401040620301000205,12001 30 D,29.54,2.01E+20,4,NDL,2,4,D,16,I,41973,U
4215,12001 30 D-29.88-201401010208301001016,12001 30 D,29.88,2.01E+20,3,NDL,1,4,D,16,I,44276,U
4216,12001 30 D-31.08-201401041654301002061,12001 30 D,31.08,2.01E+20,4,NDL,2,4,D,12,I,44991,U
4217,12001 30 D-31.56-201401022151302000178,12001 30 D,31.56,2.01E+20,5,NDL,1,4,D,12,I,45283,U
4218,12001 30 D-33.63-201401111800302000362,12001 30 D,33.63,2.01E+20,5,NDL,2,4,D,12,I,42014,U
4219,12001 30 D-8.211-201401042130301131264,12001 30 D,8.211,2.01E+20,5,NDL,2,4,D,12,I,36714,U
4220,12001 30 D-9.43-201401061253301131051,12001 30 D,9.43,2.01E+20,5,DL,2,4,D,12,I,38500,U
4221,12001 30 U-8.59-201401021935301131006,12001 30 U,8.59,2.01E+20,5,NDL,2,4,UD,0,I,36800,U
4222,12001 30 U-8.63-201401022011301131277,12001 30 U,8.63,2.01E+20,5,NDL,2,4,UD,0,I,36800,U
4223,12001 30 U-9.37-201401031759301131143,12001 30 U,9.37,2.01E+20,5,NDL,3,4,UD,0,I,38400,U
4224,12001 30RD-0.71-201401100350300003874,12001 30RD,0.71,2.01E+20,5,NDL,1,4,D,10,H,37500,U
4225,12001 30RD-0.71-201401100355300003874,12001 30RD,0.71,2.01E+20,5,NDL,1,4,D,10,H,37500,U
4226,12005 30 D-1.06-201401031800969012632,12005 30 D,1.06,2.01E+20,5,NDL,2,> 4,D,22,H,147000,U
4227,12005 30 D-1.35-201401031030969016610,12005 30 D,1.35,2.01E+20,5,DL,2,> 4,D,22,H,147000,U
4228,12005 30 D-1.57-201401022034969018953,12005 30 D,1.57,2.01E+20,5,NDL,2,> 4,D,22,H,147000,U
4229,12005 30 D-10.95-201401071805969017988,12005 30 D,10.95,2.01E+20,5,NDL,2,> 4,D,22,H,286200,U
4230,12005 30 D-11.09-201401100142969019191,12005 30 D,11.09,2.01E+20,3,NDL,1,> 4,D,22,H,286200,U
4231,12005 30 D-11.43-201401101605969018432,12005 30 D,11.43,2.01E+20,4,DL,2,> 4,D,22,H,286200,U
4232,12005 30 D-11.88-201401082055969018349,12005 30 D,11.88,2.01E+20,5,NDL,2,> 4,D,22,H,286200,U
4233,12005 30 D-12.47-201401120710969017631,12005 30 D,12.47,2.01E+20,5,DL,2,> 4,D,80,H,286200,U
4234,12005 30 D-13.1-201401061545300001920,12005 30 D,13.1,2.01E+20,5,DL,2,> 4,D,18,H,255200,U
4235,12005 30 D-13.81-201401121359969016128,12005 30 D,13.81,2.01E+20,5,DL,2,> 4,D,18,H,302000,U
4236,12005 30 D-15.26-201401061400969012830,12005 30 D,15.26,2.01E+20,5,DL,2,> 4,D,18,H,315000,U
4237,12005 30 D-15.474-201401042259969012632,12005 30 D,15.474,2.01E+20,3,NDL,2,> 4,D,18,H,315000,U
4238,12005 30 D-15.474-201401091200300003893,12005 30 D,15.474,2.01E+20,5,DL,2,> 4,D,18,H,315000,U
4239,12005 30 D-17.255-201401081730969014765,12005 30 D,17.255,2.01E+20,4,NDL,2,> 4,D,18,H,311100,U
4240,12005 30 D-17.64-201401030718969018656,12005 30 D,17.64,2.01E+20,3,DL,3,> 4,D,18,H,332800,U
4241,12005 30 D-17.84-201401130800969014919,12005 30 D,17.84,2.01E+20,5,DL,2,> 4,D,18,H,332800,U
4242,12005 30 D-18.537-201401091915969018953,12005 30 D,18.537,2.01E+20,5,NDL,2,> 4,D,10,H,332800,U
4243,12005 30 D-18.786-201401050320969019191,12005 30 D,18.786,2.01E+20,5,NDL,1,> 4,D,10,H,354000,U
4244,12005 30 D-19.51-201401111432969016610,12005 30 D,19.51,2.01E+20,3,DL,3,> 4,D,10,H,354000,U
4245,12005 30 D-2.13-201401041155969020623,12005 30 D,2.13,2.01E+20,4,DL,3,> 4,D,22,H,160000,U
4246,12005 30 D-2.77-201401090655969014849,12005 30 D,2.77,2.01E+20,5,DL,2,> 4,D,22,H,187000,U
4247,12005 30 D-20.95-201401091650967517833,12005 30 D,20.95,2.01E+20,4,DL,1,> 4,D,54,H,278500,U
4248,12005 30 D-22.24-201401080555967514550,12005 30 D,22.24,2.01E+20,5,NDL,3,> 4,D,26,H,200000,U
4249,12005 30 D-22.61-201401010454967519404,12005 30 D,22.61,2.01E+20,3,NDL,2,> 4,D,68,H,200000,U
4250,12005 30 D-22.66-201401021721967517833,12005 30 D,22.66,2.01E+20,5,NDL,2,> 4,D,68,H,200000,U
4251,12005 30 D-27.49-201401052115967518039,12005 30 D,27.49,2.01E+20,5,NDL,2,> 4,D,26,H,293400,U
4252,12005 30 D-27.67-201401131640967520650,12005 30 D,27.67,2.01E+20,5,DL,2,> 4,D,26,H,315300,U
4253,12005 30 D-28.06-201401060840967515670,12005 30 D,28.06,2.01E+20,5,DL,3,> 4,D,26,H,315300,U
4254,12005 30 D-28.1-201401061810967520650,12005 30 D,28.1,2.01E+20,5,NDL,2,> 4,D,26,H,315300,U
4255,12005 30 D-28.16-201401091730967519171,12005 30 D,28.16,2.01E+20,5,NDL,3,> 4,D,26,H,315300,U
4256,12005 30 D-28.21-201401021215967518834,12005 30 D,28.21,2.01E+20,4,DL,2,> 4,D,26,H,315300,U
4257,12005 30 D-29.71-201401130755967512751,12005 30 D,29.71,2.01E+20,5,DL,3,> 4,D,16,H,278200,U
4258,12005 30 D-29.864-201401090858967518832,12005 30 D,29.864,2.01E+20,5,DL,2,> 4,D,6,H,278200,U
4259,12005 30 D-29.864-201401091158967518832,12005 30 D,29.864,2.01E+20,5,DL,2,> 4,D,6,H,278200,U
4260,12005 30 D-3.41-201401091835967518714,12005 30 D,3.41,2.01E+20,5,NDL,2,> 4,D,22,H,199500,U
4261,12005 30 D-3.57-201401061120969014849,12005 30 D,3.57,2.01E+20,5,DL,1,> 4,D,22,H,200827,U
4262,12005 30 D-3.57-201401061455969014849,12005 30 D,3.57,2.01E+20,5,DL,2,> 4,D,22,H,200827,U
4263,12005 30 D-30.36-201401131755967520650,12005 30 D,30.36,2.01E+20,5,NDL,2,> 4,D,14,H,328000,U
4264,12005 30 D-30.41-201401031825967520650,12005 30 D,30.41,2.01E+20,5,NDL,2,> 4,D,14,H,328000,U
4265,12005 30 D-30.41-201401070955967516754,12005 30 D,30.41,2.01E+20,4,DL,2,> 4,D,14,H,328000,U
4266,12005 30 D-30.88-201401132158967520070,12005 30 D,30.88,2.01E+20,4,NDL,2,> 4,D,10,H,328000,U
4267,12005 30 D-30.89-201401010819967519394,12005 30 D,30.89,2.01E+20,3,DL,1,> 4,D,10,H,328000,U
4268,12005 30 D-30.89-201401132155967520070,12005 30 D,30.89,2.01E+20,5,NDL,1,> 4,D,10,H,328000,U
4269,12005 30 D-31.03-201401140952967519431,12005 30 D,31.03,2.01E+20,5,DL,2,> 4,D,12,H,351000,U
4270,12005 30 D-31.05-201401141015967514558,12005 30 D,31.05,2.01E+20,4,DL,2,> 4,D,12,H,351000,U
4271,12005 30 D-31.07-201401080640967516754,12005 30 D,31.07,2.01E+20,5,DL,2,> 4,D,12,H,351000,U
4272,12005 30 D-31.08-201401060950967519394,12005 30 D,31.08,2.01E+20,4,DL,2,> 4,D,12,H,351000,U
4273,12005 30 D-31.27-201401131710967517833,12005 30 D,31.27,2.01E+20,5,NDL,3,> 4,D,12,H,351000,U
4274,12005 30 D-31.28-201401060905967519394,12005 30 D,31.28,2.01E+20,5,DL,2,> 4,D,12,H,351000,U
4275,12005 30 D-31.34-201401010110967520545,12005 30 D,31.34,2.01E+20,5,NDL,2,> 4,D,46,H,351000,U
4276,12005 30 D-32.868-201401130933301902776,12005 30 D,32.868,2.01E+20,4,DL,2,> 4,D,12,H,361300,U
4277,12005 30 D-32.88-201401120558967519566,12005 30 D,32.88,2.01E+20,5,NDL,2,> 4,D,12,H,361300,U
4278,12005 30 D-33.01-201401081940967519171,12005 30 D,33.01,2.01E+20,5,NDL,2,> 4,D,50,H,361300,U
4279,12005 30 D-33.07-201401061700967520650,12005 30 D,33.07,2.01E+20,5,NDL,2,> 4,D,50,H,361300,U
4280,12005 30 D-33.11-201401060805967519394,12005 30 D,33.11,2.01E+20,5,DL,2,> 4,D,50,H,365000,U
4281,12005 30 D-33.31-201401131045967516754,12005 30 D,33.31,2.01E+20,5,DL,2,> 4,D,40,H,365000,U
4282,12005 30 D-33.34-201401021445967517833,12005 30 D,33.34,2.01E+20,4,DL,2,> 4,D,40,H,365000,U
4283,12005 30 D-33.79-201401130715967516754,12005 30 D,33.79,2.01E+20,4,DL,2,> 4,D,10,H,365000,U
4284,12005 30 D-34.162-201401071950967520668,12005 30 D,34.162,2.01E+20,4,NDL,2,> 4,D,99,H,283248,U
4285,12005 30 D-34.19-201401130755967516754,12005 30 D,34.19,2.01E+20,4,DL,2,> 4,D,99,H,283062,U
4286,12005 30 D-34.75-201401071830967518714,12005 30 D,34.75,2.01E+20,4,NDL,2,> 4,D,55,H,274263,U
4287,12005 30 D-35.173-201401031741301500919,12005 30 D,35.173,2.01E+20,3,NDL,2,> 4,D,32,H,252100,U
4288,12005 30 D-35.86-201401071720967018516,12005 30 D,35.86,2.01E+20,5,NDL,2,> 4,D,98,H,240000,U
4289,12005 30 D-36.04-201401111725967020455,12005 30 D,36.04,2.01E+20,5,NDL,1,> 4,D,98,H,240000,U
4290,12005 30 D-36.088-201401110055967018212,12005 30 D,36.088,2.01E+20,5,NDL,1,> 4,D,98,H,240000,U
4291,12005 30 D-36.36-201401111255967018180,12005 30 D,36.36,2.01E+20,5,DL,1,> 4,D,21,H,263900,U
4292,12005 30 D-36.45-201401100730967013102,12005 30 D,36.45,2.01E+20,5,DL,2,> 4,D,21,H,263900,U
4293,12005 30 D-37.33-201401141748967018516,12005 30 D,37.33,2.01E+20,5,NDL,3,> 4,D,54,H,263900,U
4294,12005 30 D-38.69-201401102208300100845,12005 30 D,38.69,2.01E+20,4,NDL,2,> 4,D,41,H,267814,U
4295,12005 30 D-39.68-201401080755967012927,12005 30 D,39.68,2.01E+20,3,DL,2,> 4,D,54,H,260000,U
4296,12005 30 D-4.03-201401101700969018840,12005 30 D,4.03,2.01E+20,5,DL,1,> 4,D,22,H,201283,U
4297,12005 30 D-4.28-201401041200969016583,12005 30 D,4.28,2.01E+20,3,DL,4,> 4,D,22,H,205263,U
4298,12005 30 D-4.71-201401112322969018526,12005 30 D,4.71,2.01E+20,5,NDL,1,> 4,D,22,H,206760,U
4299,12005 30 D-40.7-201401051410967018180,12005 30 D,40.7,2.01E+20,5,DL,2,> 4,D,54,H,260000,U
4300,12005 30 D-41.011-201401060815967012927,12005 30 D,41.011,2.01E+20,5,DL,2,> 4,D,54,H,240400,U
4301,12005 30 D-41.54-201401031810967019601,12005 30 D,41.54,2.01E+20,5,NDL,2,> 4,D,18,H,240400,U
4302,12005 30 D-41.74-201401030213967019690,12005 30 D,41.74,2.01E+20,5,NDL,2,> 4,D,18,H,240400,U
4303,12005 30 D-41.745-201401081841967019565,12005 30 D,41.745,2.01E+20,5,NDL,2,> 4,D,18,H,240400,U
4304,12005 30 D-42.67-201401080700967013102,12005 30 D,42.67,2.01E+20,5,DL,2,> 4,D,18,H,137503,U
4305,12005 30 D-5.84-201401010725969014552,12005 30 D,5.84,2.01E+20,3,DL,3,> 4,D,22,H,242000,U
4306,12005 30 D-6.3-201401041745969019191,12005 30 D,6.3,2.01E+20,5,NDL,2,> 4,D,22,H,242000,U
4307,12005 30 D-6.39-201401010149969018349,12005 30 D,6.39,2.01E+20,5,NDL,2,> 4,D,22,H,242000,U
4308,12005 30 D-6.6-201401102040969018840,12005 30 D,6.6,2.01E+20,5,NDL,2,> 4,D,22,H,242000,U
4309,12005 30 D-6.88-201401101525969018432,12005 30 D,6.88,2.01E+20,5,DL,2,> 4,D,20,H,234100,U
4310,12005 30 D-7.116-201401060800969013454,12005 30 D,7.116,2.01E+20,4,DL,1,> 4,D,20,H,234100,U
4311,12005 30 D-7.32-201401131614969014765,12005 30 D,7.32,2.01E+20,5,DL,3,> 4,D,20,H,234100,U
4312,12005 30 D-7.535-201401060240969019308,12005 30 D,7.535,2.01E+20,5,NDL,1,> 4,D,20,H,251300,U
4313,12005 30 D-8.61-201401091819969018349,12005 30 D,8.61,2.01E+20,5,NDL,2,> 4,D,18,H,251300,U
4314,12005 30 D-9-201401070559969014552,12005 30 D,9,2.01E+20,3,NDL,3,> 4,D,18,H,258800,U
4315,12005 30 D-9.7-201401141744969016986,12005 30 D,9.7,2.01E+20,5,NDL,2,> 4,D,18,H,278400,U
4316,12005 30RD-23.96-201401082015967517833,12005 30RD,23.96,2.01E+20,5,NDL,2,> 4,D,22,H,255000,U
4317,12005 30RD-24.61-201401111600967520650,12005 30RD,24.61,2.01E+20,5,DL,2,> 4,D,22,H,255000,U
4318,12005 30RD-25.74-201401132200967518187,12005 30RD,25.74,2.01E+20,5,NDL,1,> 4,D,26,H,270300,U
4319,12005 30RD-26.39-201401061800967518479,12005 30RD,26.39,2.01E+20,5,NDL,3,> 4,D,26,H,270300,U
4320,12005 30RD-28.27-201401061830967518479,12005 30RD,28.27,2.01E+20,5,NDL,3,> 4,D,26,H,323000,U
4321,12005 30RD-28.51-201401132105967518983,12005 30RD,28.51,2.01E+20,5,NDL,1,> 4,D,26,H,323024,U
4322,12005 30RD-28.94-201401111646967519809,12005 30RD,28.94,2.01E+20,5,DL,3,> 4,D,26,H,323060,U
4323,12005 30RD-28.97-201401132101967518187,12005 30RD,28.97,2.01E+20,5,NDL,1,> 4,D,26,H,323060,U
4324,12005 30RD-28.976-201401112130967520125,12005 30RD,28.976,2.01E+20,4,NDL,2,> 4,D,26,H,323086,U
4325,12005 30RD-29.03-201401070830967512751,12005 30RD,29.03,2.01E+20,5,DL,2,> 4,D,26,H,323087,U
4326,12005 30RD-29.228-201401112228302201077,12005 30RD,29.228,2.01E+20,5,NDL,2,> 4,D,26,H,323100,U
4327,12022 30RD-0.876-201401111440967017951,12022 30RD,0.876,2.01E+20,4,DL,2,> 4,D,99,H,142185,U
4328,12022 30RD-1.21-201401052050967019290,12022 30RD,1.21,2.01E+20,5,NDL,1,> 4,D,14,H,143032,U
4329,12022 30RD-1.21-201401110142967019550,12022 30RD,1.21,2.01E+20,5,NDL,1,> 4,D,14,H,143032,U
4330,12022 30RD-10.16-201401061815967520627,12022 30RD,10.16,2.01E+20,4,NDL,2,> 4,D,28,H,234000,U
4331,12022 30RD-10.26-201401071845967516944,12022 30RD,10.26,2.01E+20,5,DL,2,> 4,D,28,H,234000,U
4332,12022 30RD-10.443-201401011051967516748,12022 30RD,10.443,2.01E+20,5,DL,1,> 4,D,28,H,234000,U
4333,12022 30RD-10.75-201401131600967515826,12022 30RD,10.75,2.01E+20,4,DL,2,> 4,D,28,H,145500,U
4334,12022 30RD-11.81-201401131720967515826,12022 30RD,11.81,2.01E+20,5,NDL,2,> 4,D,22,H,144859,U
4335,12022 30RD-12.21-201401031725967520650,12022 30RD,12.21,2.01E+20,5,NDL,5,> 4,D,22,H,140900,U
4336,12022 30RD-12.66-201401061740967520627,12022 30RD,12.66,2.01E+20,5,NDL,2,> 4,D,22,H,140900,U
4337,12022 30RD-12.66-201401061855967520627,12022 30RD,12.66,2.01E+20,4,NDL,2,> 4,D,22,H,140900,U
4338,12022 30RD-12.687-201401032132967520121,12022 30RD,12.687,2.01E+20,4,NDL,2,> 4,D,22,H,140900,U
4339,12022 30RD-12.687-201401120245967520582,12022 30RD,12.687,2.01E+20,3,NDL,1,> 4,D,22,H,140900,U
4340,12022 30RD-12.83-201401140755967513250,12022 30RD,12.83,2.01E+20,5,DL,2,> 4,D,99,H,140900,U
4341,12022 30RD-3.433-201401011250967013826,12022 30RD,3.433,2.01E+20,4,DL,2,> 4,D,14,H,155859,U
4342,12022 30RD-3.61-201401141745967018212,12022 30RD,3.61,2.01E+20,4,NDL,3,> 4,D,14,H,182000,U
4343,12022 30RD-3.761-201401021709967018757,12022 30RD,3.761,2.01E+20,5,NDL,2,> 4,D,14,H,182000,U
4344,12022 30RD-4.52-201401100524967016923,12022 30RD,4.52,2.01E+20,5,NDL,2,> 4,D,14,H,182000,U
4345,12022 30RD-5.52-201401081215967013953,12022 30RD,5.52,2.01E+20,4,DL,1,> 4,D,14,H,195300,U
4346,12022 30RD-5.54-201401101820967018654,12022 30RD,5.54,2.01E+20,4,NDL,2,> 4,D,14,H,195300,U
4347,12022 30RD-6.675-201401071403300903713,12022 30RD,6.675,2.01E+20,5,DL,2,> 4,D,14,H,201000,U
4348,12022 30RD-7.39-201401011130967013953,12022 30RD,7.39,2.01E+20,5,DL,1,> 4,D,14,H,214300,U
4349,12022 30RD-7.42-201401071732967019675,12022 30RD,7.42,2.01E+20,4,NDL,4,> 4,D,14,H,214300,U
4350,12022 30RD-7.82-201401030641967016923,12022 30RD,7.82,2.01E+20,4,DL,1,> 4,D,14,H,214300,U
4351,12022 30RD-7.96-201401101805967020325,12022 30RD,7.96,2.01E+20,4,NDL,2,> 4,D,14,H,222500,U
4352,12022 30RD-8.35-201401091845967019675,12022 30RD,8.35,2.01E+20,4,NDL,2,> 4,D,14,H,222500,U
4353,12022 30RD-8.42-201401070744967016199,12022 30RD,8.42,2.01E+20,3,DL,2,> 4,D,14,H,222500,U
4354,12022 30RD-8.59-201401031724967019675,12022 30RD,8.59,2.01E+20,4,NDL,2,> 4,D,14,H,222500,U
4355,12022 30RD-8.91-201401081630967019690,12022 30RD,8.91,2.01E+20,4,NDL,2,> 4,D,28,H,229129,U
4356,12022 30RD-8.95-201401051803967019893,12022 30RD,8.95,2.01E+20,4,NDL,1,> 4,D,28,H,229129,U
4357,12022 30RD-9.02-201401091820967018212,12022 30RD,9.02,2.01E+20,5,NDL,2,> 4,D,28,H,229129,U
4358,12022 30RD-9.072-201401131905300903442,12022 30RD,9.072,2.01E+20,5,NDL,2,> 4,D,28,H,229493,U
4359,12022 30RD-9.084-201401101430967013953,12022 30RD,9.084,2.01E+20,5,DL,2,> 4,D,28,H,229500,U
4360,12022 30RD-9.29-201401041730967020240,12022 30RD,9.29,2.01E+20,5,NDL,3,> 4,D,28,H,229667,U
4361,12022 30RD-9.32-201401101905967019502,12022 30RD,9.32,2.01E+20,5,NDL,2,> 4,D,28,H,229667,U
4362,12022 30RD-9.37-201401131700967019690,12022 30RD,9.37,2.01E+20,5,NDL,2,> 4,D,28,H,230031,U
4363,12022 30RD-9.39-201401081824967515826,12022 30RD,9.39,2.01E+20,3,NDL,3,> 4,D,28,H,230031,U
4364,12022 30RD-9.39-201401131659967019690,12022 30RD,9.39,2.01E+20,5,NDL,2,> 4,D,28,H,230031,U
4365,12022 30RD-9.4-201401051645967520044,12022 30RD,9.4,2.01E+20,4,NDL,3,> 4,D,28,H,230031,U
4366,12022 30RD-9.64-201401081800967518479,12022 30RD,9.64,2.01E+20,5,NDL,3,> 4,D,28,H,230391,U
4367,12022 30RD-9.71-201401101555967519942,12022 30RD,9.71,2.01E+20,5,DL,2,> 4,D,28,H,230889,U
4368,12022 30RD-9.73-201401071710967518539,12022 30RD,9.73,2.01E+20,5,NDL,2,> 4,D,28,H,234000,U
4369,12039 30 D-1.62-201401041423301001176,12039 30 D,1.62,2.01E+20,5,DL,1,> 4,D,16,I,15300,U
4370,12039 30 D-10.66-201401051914300002621,12039 30 D,10.66,2.01E+20,4,NDL,2,> 4,D,11,I,55000,U
4371,12039 30 D-10.66-201401051915300002621,12039 30 D,10.66,2.01E+20,5,NDL,1,> 4,D,11,I,55000,U
4372,12039 30 D-10.68-201401021225300002729,12039 30 D,10.68,2.01E+20,5,DL,3,> 4,D,11,I,53000,U
4373,12039 30 D-11.6-201401011806300101252,12039 30 D,11.6,2.01E+20,4,NDL,3,> 4,D,11,I,50798,U
4374,12039 30 D-11.98-201401012123300100359,12039 30 D,11.98,2.01E+20,4,NDL,1,> 4,D,11,I,53000,U
4375,12039 30 D-12.19-201401092358300102110,12039 30 D,12.19,2.01E+20,5,NDL,2,> 4,D,11,I,53000,U
4376,12039 30 D-12.62-201401131409300101508,12039 30 D,12.62,2.01E+20,5,DL,3,> 4,D,11,I,53000,U
4377,12039 30 D-17.19-201401081725300300752,12039 30 D,17.19,2.01E+20,4,NDL,2,4,D,22,I,46779,U
4378,12039 30 D-2.141-201401071412301001156,12039 30 D,2.141,2.01E+20,5,DL,2,> 4,D,18,I,40614,U
4379,12039 30 D-2.841-201401141756301002061,12039 30 D,2.841,2.01E+20,3,NDL,2,> 4,D,18,I,40614,U
4380,12039 30 D-21.39-201401041740301200602,12039 30 D,21.39,2.01E+20,5,NDL,2,4,D,16,I,30000,U
4381,12039 30 D-21.719-201401091602301200288,12039 30 D,21.719,2.01E+20,3,DL,2,4,D,16,I,30000,U
4382,12039 30 D-22.23-201401060921301200541,12039 30 D,22.23,2.01E+20,4,DL,2,4,D,16,I,30000,U
4383,12039 30 D-3.89-201401042032301001176,12039 30 D,3.89,2.01E+20,3,NDL,2,> 4,D,18,I,61000,U
4384,12039 30 D-4.15-201401131653301001176,12039 30 D,4.15,2.01E+20,5,NDL,2,> 4,D,18,I,63000,U
4385,12039 30 D-4.27-201401091853301002061,12039 30 D,4.27,2.01E+20,5,NDL,2,> 4,D,18,I,63000,U
4386,12039 30 D-5.45-201401091405301000164,12039 30 D,5.45,2.01E+20,4,DL,3,> 4,D,18,I,62000,U
4387,12039 30 D-7.36-201401131211302400133,12039 30 D,7.36,2.01E+20,4,DL,2,> 4,D,11,I,61603,U
4388,12039 30 D-8.41-201401010242302400147,12039 30 D,8.41,2.01E+20,5,NDL,2,> 4,D,11,I,59000,U
4389,12039 30 D-8.47-201401131836300903931,12039 30 D,8.47,2.01E+20,4,NDL,3,> 4,D,11,I,59000,U
4390,12039 30 D-9.68-201401121858300007177,12039 30 D,9.68,2.01E+20,4,NDL,2,> 4,D,11,I,55000,U
4391,12055 30 D-0.61-201401132139301401435,12055 30 D,0.61,2.01E+20,5,NDL,1,> 4,D,10,H,55500,U
4392,12055 30 D-1.66-201401052230300400614,12055 30 D,1.66,2.01E+20,5,NDL,2,> 4,D,33,H,87500,U
4393,12055 30 D-10.26-201401141530967520650,12055 30 D,10.26,2.01E+20,5,DL,3,> 4,D,6,H,274480,U
4394,12055 30 D-10.81-201401030803967519431,12055 30 D,10.81,2.01E+20,5,DL,3,> 4,D,22,H,238500,U
4395,12055 30 D-10.96-201401030800967518929,12055 30 D,10.96,2.01E+20,5,DL,2,> 4,D,22,H,238500,U
4396,12055 30 D-10.97-201401031725967517833,12055 30 D,10.97,2.01E+20,4,NDL,2,> 4,D,22,H,238500,U
4397,12055 30 D-11.211-201401101100301902771,12055 30 D,11.211,2.01E+20,4,DL,2,> 4,D,22,H,259000,U
4398,12055 30 D-11.61-201401131710967513509,12055 30 D,11.61,2.01E+20,5,NDL,2,> 4,D,22,H,259000,U
4399,12055 30 D-11.64-201401101420967520031,12055 30 D,11.64,2.01E+20,4,DL,2,> 4,D,6,H,259000,U
4400,12055 30 D-11.8-201401070755967519566,12055 30 D,11.8,2.01E+20,4,DL,4,> 4,D,6,H,250000,U
4401,12055 30 D-12-201401110840967519394,12055 30 D,12,2.01E+20,4,DL,2,> 4,D,6,H,250000,U
4402,12055 30 D-12.69-201401071725967520668,12055 30 D,12.69,2.01E+20,4,NDL,3,> 4,D,6,H,250000,U
4403,12055 30 D-13.62-201401030920967518929,12055 30 D,13.62,2.01E+20,5,DL,2,> 4,D,6,H,262500,U
4404,12055 30 D-13.82-201401140950967515784,12055 30 D,13.82,2.01E+20,5,DL,4,> 4,D,6,H,230000,U
4405,12055 30 D-13.898-201401042130301501458,12055 30 D,13.898,2.01E+20,4,NDL,2,> 4,D,6,H,230000,U
4406,12055 30 D-14.12-201401100750967518834,12055 30 D,14.12,2.01E+20,5,DL,2,> 4,D,6,H,230000,U
4407,12055 30 D-14.96-201401141220967520650,12055 30 D,14.96,2.01E+20,5,DL,2,> 4,D,18,H,230000,U
4408,12055 30 D-14.99-201401131745967520044,12055 30 D,14.99,2.01E+20,4,NDL,2,> 4,D,18,H,230000,U
4409,12055 30 D-15.02-201401070645967518929,12055 30 D,15.02,2.01E+20,4,DL,1,> 4,D,18,H,230000,U
4410,12055 30 D-16.6-201401031800967518714,12055 30 D,16.6,2.01E+20,4,NDL,2,> 4,D,6,H,214000,U
4411,12055 30 D-16.7-201401130805967513308,12055 30 D,16.7,2.01E+20,5,DL,2,> 4,D,6,H,214000,U
4412,12055 30 D-16.9-201401030820967518929,12055 30 D,16.9,2.01E+20,3,DL,1,> 4,D,6,H,214000,U
4413,12055 30 D-17.233-201401040846301501491,12055 30 D,17.233,2.01E+20,4,DL,2,> 4,D,6,H,215100,U
