"State_arrived","state_departed","movement_estimate","movement_moe"
"New York","Maine",1918,869
"New York","Maryland",6015,1806
"New York","Massachusetts",17910,2972
"New York","Michigan",5504,1772
"New York","Minnesota",2237,739
"New York","Mississippi",444,505
"New York","Missouri",1054,662
"New York","Montana",194,212
"New York","Nebraska",746,480
"New York","Nevada",2366,1246
"New York","New Hampshire",2417,1030
"New York","New Jersey",31942,3631
"New York","New Mexico",1139,721
"New York","New York",NA,NA
"New York","North Carolina",9847,3033
"New York","North Dakota",247,247
"New York","Ohio",5629,1765
"New York","Oklahoma",530,394
"New York","Oregon",2091,947
"New York","Pennsylvania",22641,3813
"New York","Rhode Island",1623,767
"New York","South Carolina",3169,1284
"New York","South Dakota",68,111
"New York","Tennessee",5513,2531
"New York","Texas",13033,2567
"New York","Utah",1185,522
"New York","Vermont",3084,1404
"New York","Virginia",12180,2417
"New York","Washington",2697,1199
"New York","West Virginia",530,501
"New York","Wisconsin",1450,936
"New York","Wyoming",72,88
"New York","Puerto Rico",1868,797
"North Carolina","Alabama",4697,1750
"North Carolina","Alaska",1568,930
"North Carolina","Arizona",5319,2022
"North Carolina","Arkansas",1976,1541
"North Carolina","California",18023,3467
"North Carolina","Colorado",6089,2295
"North Carolina","Connecticut",5840,2201
"North Carolina","Delaware",1595,1123
"North Carolina","District of Columbia",1700,896
"North Carolina","Florida",30032,3587
"North Carolina","Georgia",19017,3783
"North Carolina","Hawaii",2955,1904
"North Carolina","Idaho",476,326
"North Carolina","Illinois",6527,1739
"North Carolina","Indiana",5646,2182
"North Carolina","Iowa",1227,764
"North Carolina","Kansas",857,529
"North Carolina","Kentucky",4793,1813
"North Carolina","Louisiana",1272,785
"North Carolina","Maine",526,339
"North Carolina","Maryland",13408,4234
"North Carolina","Massachusetts",5389,1672
"North Carolina","Michigan",6302,2454
"North Carolina","Minnesota",2447,1172
"North Carolina","Mississippi",818,347
"North Carolina","Missouri",2982,1402
"North Carolina","Montana",1004,803
"North Carolina","Nebraska",217,240
"North Carolina","Nevada",1094,773
"North Carolina","New Hampshire",867,593
"North Carolina","New Jersey",15297,3625
"North Carolina","New Mexico",1270,1351
"North Carolina","New York",23571,3910
"North Carolina","North Carolina",NA,NA
"North Carolina","North Dakota",980,952
"North Carolina","Ohio",9698,2712
"North Carolina","Oklahoma",1705,911
"North Carolina","Oregon",1976,1006
"North Carolina","Pennsylvania",13341,3126
"North Carolina","Rhode Island",1531,1184
"North Carolina","South Carolina",27740,4708
"North Carolina","South Dakota",185,394
"North Carolina","Tennessee",9970,2049
"North Carolina","Texas",14226,3058
"North Carolina","Utah",1125,738
"North Carolina","Vermont",435,343
"North Carolina","Virginia",29764,3898
"North Carolina","Washington",2984,1206
"North Carolina","West Virginia",2950,1455
"North Carolina","Wisconsin",1643,891
"North Carolina","Wyoming",161,239
"North Carolina","Puerto Rico",1986,1123
"North Dakota","Alabama",0,165
"North Dakota","Alaska",214,220
"North Dakota","Arizona",945,628
"North Dakota","Arkansas",46,82
"North Dakota","California",404,319
"North Dakota","Colorado",585,558
"North Dakota","Connecticut",65,84
"North Dakota","Delaware",0,165
"North Dakota","District of Columbia",0,165
"North Dakota","Florida",1168,789
"North Dakota","Georgia",903,976
"North Dakota","Hawaii",0,165
"North Dakota","Idaho",60,60
"North Dakota","Illinois",451,514
"North Dakota","Indiana",174,229
"North Dakota","Iowa",652,505
"North Dakota","Kansas",292,204
"North Dakota","Kentucky",0,165
"North Dakota","Louisiana",144,179
"North Dakota","Maine",82,112
"North Dakota","Maryland",33,51
"North Dakota","Massachusetts",113,206
"North Dakota","Michigan",1015,961
"North Dakota","Minnesota",13506,3468
"North Dakota","Mississippi",0,165
"North Dakota","Missouri",1050,767
"North Dakota","Montana",1660,1225
"North Dakota","Nebraska",288,304
"North Dakota","Nevada",270,180
"North Dakota","New Hampshire",72,94
"North Dakota","New Jersey",1713,2173
"North Dakota","New Mexico",677,810
"North Dakota","New York",445,618
"North Dakota","North Carolina",134,126
"North Dakota","North Dakota",NA,NA
"North Dakota","Ohio",13,27
"North Dakota","Oklahoma",0,165
"North Dakota","Oregon",253,219
"North Dakota","Pennsylvania",19,30
"North Dakota","Rhode Island",0,165
"North Dakota","South Carolina",95,157
"North Dakota","South Dakota",2329,1098
"North Dakota","Tennessee",175,196
"North Dakota","Texas",3075,1310
"North Dakota","Utah",444,295
"North Dakota","Vermont",0,165
"North Dakota","Virginia",302,315
"North Dakota","Washington",1759,1126
"North Dakota","West Virginia",0,165
"North Dakota","Wisconsin",313,189
"North Dakota","Wyoming",730,578
"North Dakota","Puerto Rico",593,753
"Ohio","Alabama",1203,539
"Ohio","Alaska",468,403
"Ohio","Arizona",3591,1896
"Ohio","Arkansas",1195,806
"Ohio","California",12277,2916
"Ohio","Colorado",3905,1266
"Ohio","Connecticut",3076,1131
"Ohio","Delaware",205,223
"Ohio","District of Columbia",306,256
"Ohio","Florida",16590,3970
"Ohio","Georgia",7669,2732
"Ohio","Hawaii",587,511
"Ohio","Idaho",327,391
"Ohio","Illinois",7615,2156
"Ohio","Indiana",12714,3323
"Ohio","Iowa",1005,608
"Ohio","Kansas",1318,908
"Ohio","Kentucky",17884,3352
"Ohio","Louisiana",538,397
"Ohio","Maine",251,309
"Ohio","Maryland",2889,1057
"Ohio","Massachusetts",2304,1307
"Ohio","Michigan",14049,2599
"Ohio","Minnesota",1540,823
"Ohio","Mississippi",1413,976
"Ohio","Missouri",3289,1316
"Ohio","Montana",599,449
"Ohio","Nebraska",691,498
"Ohio","Nevada",2525,1106
"Ohio","New Hampshire",493,216
"Ohio","New Jersey",5205,1965
"Ohio","New Mexico",848,518
"Ohio","New York",8780,2942
"Ohio","North Carolina",4799,1267
"Ohio","North Dakota",1354,1595
"Ohio","Ohio",NA,NA
"Ohio","Oklahoma",696,477
"Ohio","Oregon",1972,1405
"Ohio","Pennsylvania",16792,3614
"Ohio","Rhode Island",108,176
"Ohio","South Carolina",3247,1252
"Ohio","South Dakota",722,865
"Ohio","Tennessee",4196,1276
"Ohio","Texas",13564,3286
"Ohio","Utah",2629,1675
"Ohio","Vermont",582,379
"Ohio","Virginia",5339,1477
"Ohio","Washington",2155,931
"Ohio","West Virginia",6056,1863
"Ohio","Wisconsin",3490,1571
"Ohio","Wyoming",492,512
"Ohio","Puerto Rico",2695,1439
"Oklahoma","Alabama",241,231
"Oklahoma","Alaska",188,192
"Oklahoma","Arizona",2962,1514
"Oklahoma","Arkansas",7421,2372
"Oklahoma","California",7408,1579
"Oklahoma","Colorado",9020,2727
"Oklahoma","Connecticut",430,389
"Oklahoma","Delaware",0,165
"Oklahoma","District of Columbia",0,165
"Oklahoma","Florida",4109,943
"Oklahoma","Georgia",1888,825
"Oklahoma","Hawaii",1531,1198
"Oklahoma","Idaho",429,366
"Oklahoma","Illinois",2401,1429
"Oklahoma","Indiana",2397,1870
"Oklahoma","Iowa",551,424
"Oklahoma","Kansas",4371,1456
"Oklahoma","Kentucky",537,512
"Oklahoma","Louisiana",1942,820
"Oklahoma","Maine",17,39
"Oklahoma","Maryland",672,430
"Oklahoma","Massachusetts",255,228
"Oklahoma","Michigan",794,457
"Oklahoma","Minnesota",638,528
"Oklahoma","Mississippi",271,255
"Oklahoma","Missouri",4166,1113
"Oklahoma","Montana",617,372
"Oklahoma","Nebraska",973,659
"Oklahoma","Nevada",1018,553
"Oklahoma","New Hampshire",0,165
"Oklahoma","New Jersey",467,618
"Oklahoma","New Mexico",3447,1258
"Oklahoma","New York",1505,771
"Oklahoma","North Carolina",2745,1413
"Oklahoma","North Dakota",92,121
"Oklahoma","Ohio",1163,561
"Oklahoma","Oklahoma",NA,NA
"Oklahoma","Oregon",432,284
"Oklahoma","Pennsylvania",881,577
"Oklahoma","Rhode Island",65,104
"Oklahoma","South Carolina",85,148
"Oklahoma","South Dakota",880,816
"Oklahoma","Tennessee",1143,620
"Oklahoma","Texas",26383,3067
"Oklahoma","Utah",155,153
"Oklahoma","Vermont",363,410
"Oklahoma","Virginia",2146,893
"Oklahoma","Washington",2039,764
"Oklahoma","West Virginia",216,292
"Oklahoma","Wisconsin",64,71
"Oklahoma","Wyoming",326,230
"Oklahoma","Puerto Rico",741,622
"Oregon","Alabama",162,258
"Oregon","Alaska",2068,1242
"Oregon","Arizona",6540,2067
"Oregon","Arkansas",425,353
"Oregon","California",37927,4567
"Oregon","Colorado",5730,1934
"Oregon","Connecticut",377,376
"Oregon","Delaware",0,211
"Oregon","District of Columbia",135,133
"Oregon","Florida",4218,2072
"Oregon","Georgia",848,765
"Oregon","Hawaii",2798,980
"Oregon","Idaho",5623,2367
"Oregon","Illinois",1602,767
"Oregon","Indiana",681,474
"Oregon","Iowa",802,538
"Oregon","Kansas",954,967
"Oregon","Kentucky",219,232
"Oregon","Louisiana",765,525
"Oregon","Maine",630,517
"Oregon","Maryland",103,96
"Oregon","Massachusetts",1689,1304
"Oregon","Michigan",1250,800
"Oregon","Minnesota",1368,1035
"Oregon","Mississippi",10,17
"Oregon","Missouri",947,510
"Oregon","Montana",2927,1395
"Oregon","Nebraska",312,222
"Oregon","Nevada",3592,1435
"Oregon","New Hampshire",0,211
"Oregon","New Jersey",185,309
"Oregon","New Mexico",1251,630
"Oregon","New York",3462,1451
"Oregon","North Carolina",1692,928
"Oregon","North Dakota",414,374
"Oregon","Ohio",852,504
"Oregon","Oklahoma",1350,1381
"Oregon","Oregon",NA,NA
"Oregon","Pennsylvania",1678,959
"Oregon","Rhode Island",62,106
"Oregon","South Carolina",568,444
"Oregon","South Dakota",4,8
"Oregon","Tennessee",1113,787
"Oregon","Texas",4441,1613
"Oregon","Utah",3684,2178
"Oregon","Vermont",298,301
"Oregon","Virginia",1582,810
"Oregon","Washington",21339,3791
"Oregon","West Virginia",0,211
"Oregon","Wisconsin",564,384
"Oregon","Wyoming",680,794
"Oregon","Puerto Rico",0,211
"Pennsylvania","Alabama",1898,848
"Pennsylvania","Alaska",1008,794
"Pennsylvania","Arizona",3104,1316
"Pennsylvania","Arkansas",502,406
"Pennsylvania","California",13048,2531
"Pennsylvania","Colorado",1631,663
"Pennsylvania","Connecticut",4853,1499
"Pennsylvania","Delaware",6387,2026
"Pennsylvania","District of Columbia",1978,753
"Pennsylvania","Florida",19629,3765
"Pennsylvania","Georgia",7481,3054
"Pennsylvania","Hawaii",1325,1517
"Pennsylvania","Idaho",183,133
"Pennsylvania","Illinois",3996,1316
"Pennsylvania","Indiana",2276,973
"Pennsylvania","Iowa",278,258
"Pennsylvania","Kansas",1073,478
"Pennsylvania","Kentucky",1222,590
"Pennsylvania","Louisiana",1657,1039
"Pennsylvania","Maine",1787,973
"Pennsylvania","Maryland",21659,3546
"Pennsylvania","Massachusetts",4551,1139
"Pennsylvania","Michigan",1969,584
"Pennsylvania","Minnesota",2708,1192
"Pennsylvania","Mississippi",65,76
"Pennsylvania","Missouri",1760,950
"Pennsylvania","Montana",15,25
"Pennsylvania","Nebraska",2007,2520
"Pennsylvania","Nevada",721,373
"Pennsylvania","New Hampshire",1148,598
"Pennsylvania","New Jersey",43295,4387
"Pennsylvania","New Mexico",163,168
"Pennsylvania","New York",46618,6061
"Pennsylvania","North Carolina",7221,1933
"Pennsylvania","North Dakota",697,648
"Pennsylvania","Ohio",12752,2315
"Pennsylvania","Oklahoma",1975,1016
"Pennsylvania","Oregon",1004,604
"Pennsylvania","Pennsylvania",NA,NA
"Pennsylvania","Rhode Island",850,702
"Pennsylvania","South Carolina",4742,2218
"Pennsylvania","South Dakota",507,377
"Pennsylvania","Tennessee",2564,1028
"Pennsylvania","Texas",11490,4081
"Pennsylvania","Utah",869,616
"Pennsylvania","Vermont",1483,709
"Pennsylvania","Virginia",12193,2459
"Pennsylvania","Washington",2394,964
"Pennsylvania","West Virginia",3763,1467
"Pennsylvania","Wisconsin",942,549
"Pennsylvania","Wyoming",24,39
"Pennsylvania","Puerto Rico",4028,1760
"Rhode Island","Alabama",0,222
"Rhode Island","Alaska",0,222
"Rhode Island","Arizona",423,424
"Rhode Island","Arkansas",0,222
"Rhode Island","California",1854,784
"Rhode Island","Colorado",238,273
"Rhode Island","Connecticut",2561,911
"Rhode Island","Delaware",16,33
"Rhode Island","District of Columbia",0,222
"Rhode Island","Florida",3084,1666
"Rhode Island","Georgia",84,144
"Rhode Island","Hawaii",0,222
"Rhode Island","Idaho",0,222
"Rhode Island","Illinois",624,522
"Rhode Island","Indiana",150,144
"Rhode Island","Iowa",413,510
"Rhode Island","Kansas",0,222
"Rhode Island","Kentucky",148,224
"Rhode Island","Louisiana",53,67
"Rhode Island","Maine",475,575
"Rhode Island","Maryland",243,180
"Rhode Island","Massachusetts",12742,2252
"Rhode Island","Michigan",49,103
"Rhode Island","Minnesota",0,222
"Rhode Island","Mississippi",49,103
"Rhode Island","Missouri",135,212
"Rhode Island","Montana",0,222
"Rhode Island","Nebraska",17,32
"Rhode Island","Nevada",0,222
"Rhode Island","New Hampshire",290,288
"Rhode Island","New Jersey",1420,728
"Rhode Island","New Mexico",51,85
"Rhode Island","New York",2359,894
"Rhode Island","North Carolina",887,664
"Rhode Island","North Dakota",0,222
"Rhode Island","Ohio",441,473
"Rhode Island","Oklahoma",0,222
"Rhode Island","Oregon",387,502
"Rhode Island","Pennsylvania",1538,1163
"Rhode Island","Rhode Island",NA,NA
"Rhode Island","South Carolina",680,588
"Rhode Island","South Dakota",0,222
"Rhode Island","Tennessee",136,186
"Rhode Island","Texas",1597,1421
"Rhode Island","Utah",186,226
"Rhode Island","Vermont",428,352
"Rhode Island","Virginia",863,736
"Rhode Island","Washington",144,148
"Rhode Island","West Virginia",83,96
"Rhode Island","Wisconsin",136,127
"Rhode Island","Wyoming",0,222
"Rhode Island","Puerto Rico",113,144
"South Carolina","Alabama",873,485
"South Carolina","Alaska",680,678
"South Carolina","Arizona",1704,638
"South Carolina","Arkansas",579,511
"South Carolina","California",7785,2180
"South Carolina","Colorado",1506,1344
"South Carolina","Connecticut",2880,1321
"South Carolina","Delaware",595,460
"South Carolina","District of Columbia",454,389
"South Carolina","Florida",14136,3266
"South Carolina","Georgia",16644,4503
"South Carolina","Hawaii",1280,1016
"South Carolina","Idaho",754,529
"South Carolina","Illinois",4210,1755
"South Carolina","Indiana",1596,723
"South Carolina","Iowa",871,600
"South Carolina","Kansas",1043,1031
"South Carolina","Kentucky",3545,1485
"South Carolina","Louisiana",1721,1703
"South Carolina","Maine",833,691
"South Carolina","Maryland",6663,2289
"South Carolina","Massachusetts",3094,1225
"South Carolina","Michigan",2251,973
"South Carolina","Minnesota",685,488
"South Carolina","Mississippi",546,426
"South Carolina","Missouri",656,444
"South Carolina","Montana",0,218
"South Carolina","Nebraska",205,256
"South Carolina","Nevada",1087,860
"South Carolina","New Hampshire",146,154
"South Carolina","New Jersey",6233,2139
"South Carolina","New Mexico",1581,1200
"South Carolina","New York",10416,3563
"South Carolina","North Carolina",33940,6015
"South Carolina","North Dakota",971,1116
"South Carolina","Ohio",5641,1657
"South Carolina","Oklahoma",812,565
"South Carolina","Oregon",410,398
"South Carolina","Pennsylvania",7227,2823
"South Carolina","Rhode Island",993,1236
"South Carolina","South Carolina",NA,NA
"South Carolina","South Dakota",547,512
"South Carolina","Tennessee",4184,1345
"South Carolina","Texas",7631,2377
"South Carolina","Utah",548,444
"South Carolina","Vermont",336,353
"South Carolina","Virginia",10143,2964
"South Carolina","Washington",2112,951
"South Carolina","West Virginia",1559,796
"South Carolina","Wisconsin",1702,808
"South Carolina","Wyoming",0,218
"South Carolina","Puerto Rico",1491,1150
"South Dakota","Alabama",339,537
"South Dakota","Alaska",14,30
"South Dakota","Arizona",650,409
"South Dakota","Arkansas",141,182
"South Dakota","California",1778,1745
"South Dakota","Colorado",818,633
"South Dakota","Connecticut",0,167
"South Dakota","Delaware",0,167
"South Dakota","District of Columbia",0,167
"South Dakota","Florida",550,407
"South Dakota","Georgia",436,512
"South Dakota","Hawaii",131,183
"South Dakota","Idaho",112,183
"South Dakota","Illinois",1300,999
"South Dakota","Indiana",771,964
"South Dakota","Iowa",3613,1121
"South Dakota","Kansas",581,623
"South Dakota","Kentucky",0,167
"South Dakota","Louisiana",0,167
"South Dakota","Maine",0,167
"South Dakota","Maryland",290,448
"South Dakota","Massachusetts",0,167
"South Dakota","Michigan",128,152
"South Dakota","Minnesota",5777,1624
"South Dakota","Mississippi",24,42
"South Dakota","Missouri",445,298
"South Dakota","Montana",674,437
"South Dakota","Nebraska",1620,677
"South Dakota","Nevada",34,40
"South Dakota","New Hampshire",116,110
"South Dakota","New Jersey",349,362
"South Dakota","New Mexico",92,115
"South Dakota","New York",0,167
"South Dakota","North Carolina",419,395
"South Dakota","North Dakota",1218,619
"South Dakota","Ohio",107,180
"South Dakota","Oklahoma",374,336
"South Dakota","Oregon",958,849
"South Dakota","Pennsylvania",28,35
"South Dakota","Rhode Island",0,167
"South Dakota","South Carolina",162,205
"South Dakota","South Dakota",NA,NA
"South Dakota","Tennessee",386,565
"South Dakota","Texas",1080,601
"South Dakota","Utah",199,201
"South Dakota","Vermont",0,167
"South Dakota","Virginia",76,109
"South Dakota","Washington",280,316
"South Dakota","West Virginia",0,167
"South Dakota","Wisconsin",391,369
"South Dakota","Wyoming",473,288
"South Dakota","Puerto Rico",682,735
"Tennessee","Alabama",6294,1521
"Tennessee","Alaska",1506,1413
"Tennessee","Arizona",1457,800
"Tennessee","Arkansas",5252,2583
"Tennessee","California",11874,2480
"Tennessee","Colorado",4674,2430
"Tennessee","Connecticut",740,437
"Tennessee","Delaware",689,482
"Tennessee","District of Columbia",157,156
"Tennessee","Florida",21539,5285
"Tennessee","Georgia",12668,2728
"Tennessee","Hawaii",522,497
"Tennessee","Idaho",532,436
"Tennessee","Illinois",8607,2427
"Tennessee","Indiana",5630,2098
"Tennessee","Iowa",857,850
"Tennessee","Kansas",1204,878
"Tennessee","Kentucky",11500,2893
"Tennessee","Louisiana",1964,822
"Tennessee","Maine",339,208
"Tennessee","Maryland",1744,786
"Tennessee","Massachusetts",1109,577
"Tennessee","Michigan",6548,2356
"Tennessee","Minnesota",1215,885
"Tennessee","Mississippi",12011,3838
"Tennessee","Missouri",2492,1268
"Tennessee","Montana",700,606
"Tennessee","Nebraska",419,342
"Tennessee","Nevada",2101,1153
"Tennessee","New Hampshire",297,395
"Tennessee","New Jersey",2382,968
"Tennessee","New Mexico",1094,1080
"Tennessee","New York",6594,2876
"Tennessee","North Carolina",13551,4051
"Tennessee","North Dakota",0,216
"Tennessee","Ohio",5547,1905
"Tennessee","Oklahoma",935,551
"Tennessee","Oregon",1453,1102
"Tennessee","Pennsylvania",1833,849
"Tennessee","Rhode Island",399,523
"Tennessee","South Carolina",4872,2242
"Tennessee","South Dakota",490,444
"Tennessee","Tennessee",NA,NA
"Tennessee","Texas",15068,3497
"Tennessee","Utah",1240,930
"Tennessee","Vermont",336,331
"Tennessee","Virginia",8040,2081
"Tennessee","Washington",3821,2318
"Tennessee","West Virginia",1235,1270
"Tennessee","Wisconsin",1188,609
"Tennessee","Wyoming",46,60
"Tennessee","Puerto Rico",24,33
"Texas","Alabama",8791,2375
"Texas","Alaska",4622,1372
"Texas","Arizona",21205,4721
"Texas","Arkansas",12341,2988
"Texas","California",82235,9381
"Texas","Colorado",18189,3809
"Texas","Connecticut",2085,828
"Texas","Delaware",930,669
"Texas","District of Columbia",711,488
"Texas","Florida",41238,6522
"Texas","Georgia",24209,7193
"Texas","Hawaii",6977,3183
"Texas","Idaho",2836,1697
"Texas","Illinois",23747,5082
"Texas","Indiana",6244,1712
"Texas","Iowa",3306,1320
"Texas","Kansas",12823,3656
"Texas","Kentucky",6239,2108
"Texas","Louisiana",24513,4708
"Texas","Maine",1212,1013
"Texas","Maryland",8660,3530
"Texas","Massachusetts",8277,2520
"Texas","Michigan",11061,2519
"Texas","Minnesota",5949,2865
"Texas","Mississippi",6316,2005
"Texas","Missouri",8085,2040
"Texas","Montana",2136,1419
"Texas","Nebraska",3842,1908
"Texas","Nevada",10529,4343
"Texas","New Hampshire",2098,1490
"Texas","New Jersey",10319,2697
"Texas","New Mexico",23425,5969
"Texas","New York",18078,3827
"Texas","North Carolina",15838,4318
"Texas","North Dakota",944,798
"Texas","Ohio",8975,2233
"Texas","Oklahoma",23535,4067
"Texas","Oregon",4430,1590
"Texas","Pennsylvania",9352,2580
"Texas","Rhode Island",556,785
"Texas","South Carolina",9240,2907
"Texas","South Dakota",1918,1057
"Texas","Tennessee",9833,3617
"Texas","Texas",NA,NA
"Texas","Utah",10072,2952
"Texas","Vermont",445,384
"Texas","Virginia",18973,4695
"Texas","Washington",15128,3833
"Texas","West Virginia",1059,919
"Texas","Wisconsin",4824,1580
"Texas","Wyoming",1311,975
"Texas","Puerto Rico",9352,6440
"Utah","Alabama",1027,842
"Utah","Alaska",526,709
"Utah","Arizona",6301,2229
"Utah","Arkansas",888,631
"Utah","California",17821,3658
"Utah","Colorado",7856,2119
"Utah","Connecticut",2830,2385
"Utah","Delaware",0,198
"Utah","District of Columbia",252,248
"Utah","Florida",2451,1007
"Utah","Georgia",668,379
"Utah","Hawaii",773,765
"Utah","Idaho",6752,1811
"Utah","Illinois",4238,3728
"Utah","Indiana",2256,1216
"Utah","Iowa",929,661
"Utah","Kansas",552,469
"Utah","Kentucky",194,227
"Utah","Louisiana",1046,841
"Utah","Maine",0,198
"Utah","Maryland",1152,1191
"Utah","Massachusetts",545,293
"Utah","Michigan",748,625
"Utah","Minnesota",770,589
"Utah","Mississippi",168,262
"Utah","Missouri",995,602
"Utah","Montana",1294,1149
"Utah","Nebraska",640,485
"Utah","Nevada",4423,1366
"Utah","New Hampshire",222,294
"Utah","New Jersey",588,388
"Utah","New Mexico",663,344
"Utah","New York",2073,1048
"Utah","North Carolina",1809,1043
"Utah","North Dakota",147,206
"Utah","Ohio",1455,803
"Utah","Oklahoma",775,677
"Utah","Oregon",2873,1259
"Utah","Pennsylvania",478,389
"Utah","Rhode Island",572,745
"Utah","South Carolina",1295,852
"Utah","South Dakota",16,27
"Utah","Tennessee",1622,1233
"Utah","Texas",4871,1532
"Utah","Utah",NA,NA
"Utah","Vermont",233,320
"Utah","Virginia",922,515
"Utah","Washington",4481,1463
"Utah","West Virginia",322,328
"Utah","Wisconsin",547,422
"Utah","Wyoming",1549,1009
"Utah","Puerto Rico",96,162
"Vermont","Alabama",77,129
"Vermont","Alaska",402,583
"Vermont","Arizona",41,82
"Vermont","Arkansas",0,161
"Vermont","California",1048,582
"Vermont","Colorado",687,498
"Vermont","Connecticut",798,428
"Vermont","Delaware",0,161
"Vermont","District of Columbia",253,295
"Vermont","Florida",637,324
"Vermont","Georgia",285,273
"Vermont","Hawaii",2,0
"Vermont","Idaho",81,138
"Vermont","Illinois",670,512
"Vermont","Indiana",99,125
"Vermont","Iowa",56,92
"Vermont","Kansas",0,161
"Vermont","Kentucky",12,20
"Vermont","Louisiana",0,161
"Vermont","Maine",565,334
"Vermont","Maryland",316,206
"Vermont","Massachusetts",4045,1297
"Vermont","Michigan",103,124
"Vermont","Minnesota",56,95
"Vermont","Mississippi",0,161
"Vermont","Missouri",113,194
"Vermont","Montana",0,161
"Vermont","Nebraska",14,25
"Vermont","Nevada",128,221
"Vermont","New Hampshire",2076,800
"Vermont","New Jersey",799,406
"Vermont","New Mexico",184,214
"Vermont","New York",3276,882
"Vermont","North Carolina",90,129
"Vermont","North Dakota",0,161
"Vermont","Ohio",97,170
"Vermont","Oklahoma",0,161
"Vermont","Oregon",152,129
"Vermont","Pennsylvania",1401,936
"Vermont","Rhode Island",216,214
"Vermont","South Carolina",257,264
"Vermont","South Dakota",0,161
"Vermont","Tennessee",63,104
"Vermont","Texas",1082,462
"Vermont","Utah",41,67
"Vermont","Vermont",NA,NA
"Vermont","Virginia",527,368
"Vermont","Washington",413,403
"Vermont","West Virginia",20,37
"Vermont","Wisconsin",0,161
"Vermont","Wyoming",30,63
"Vermont","Puerto Rico",3,0
"Virginia","Alabama",4028,3242
"Virginia","Alaska",1256,878
"Virginia","Arizona",2513,978
"Virginia","Arkansas",1011,750
"Virginia","California",16994,2833
"Virginia","Colorado",4588,1984
"Virginia","Connecticut",2838,1054
"Virginia","Delaware",1187,650
"Virginia","District of Columbia",9540,2288
"Virginia","Florida",21432,3610
"Virginia","Georgia",9246,2673
"Virginia","Hawaii",1807,848
"Virginia","Idaho",659,446
"Virginia","Illinois",6562,1971
"Virginia","Indiana",2413,858
"Virginia","Iowa",1827,1185
"Virginia","Kansas",973,584
"Virginia","Kentucky",2619,1023
"Virginia","Louisiana",2609,1134
"Virginia","Maine",856,630
"Virginia","Maryland",27172,4532
"Virginia","Massachusetts",5480,1703
"Virginia","Michigan",6012,1817
"Virginia","Minnesota",1033,572
"Virginia","Mississippi",1512,1067
"Virginia","Missouri",3137,1437
"Virginia","Montana",1211,1761
"Virginia","Nebraska",556,439
"Virginia","Nevada",2302,1337
"Virginia","New Hampshire",655,488
"Virginia","New Jersey",9511,2418
"Virginia","New Mexico",1468,823
"Virginia","New York",15618,3869
"Virginia","North Carolina",26435,4053
"Virginia","North Dakota",158,283
"Virginia","Ohio",5498,1634
"Virginia","Oklahoma",1486,892
"Virginia","Oregon",1042,465
"Virginia","Pennsylvania",12284,2266
"Virginia","Rhode Island",1098,587
"Virginia","South Carolina",9721,2771
"Virginia","South Dakota",122,177
"Virginia","Tennessee",5310,1438
"Virginia","Texas",13924,2685
"Virginia","Utah",1736,752
"Virginia","Vermont",1633,1767
"Virginia","Virginia",NA,NA
"Virginia","Washington",6580,1944
"Virginia","West Virginia",5518,2016
"Virginia","Wisconsin",1518,769
"Virginia","Wyoming",167,233
"Virginia","Puerto Rico",1896,1190
"Washington","Alabama",1060,504
"Washington","Alaska",4255,1544
"Washington","Arizona",8263,2156
"Washington","Arkansas",83,137
"Washington","California",46791,7025
"Washington","Colorado",6829,2086
"Washington","Connecticut",3098,1688
"Washington","Delaware",0,210
"Washington","District of Columbia",1510,1274
"Washington","Florida",7925,1742
"Washington","Georgia",2611,936
"Washington","Hawaii",5855,2269
"Washington","Idaho",12599,3644
"Washington","Illinois",3829,1477
"Washington","Indiana",2244,970
"Washington","Iowa",644,587
"Washington","Kansas",1924,1410
"Washington","Kentucky",953,766
"Washington","Louisiana",1298,1074
"Washington","Maine",864,572
"Washington","Maryland",2017,926
"Washington","Massachusetts",3526,1368
"Washington","Michigan",3703,1271
"Washington","Minnesota",2378,1291
"Washington","Mississippi",136,152
"Washington","Missouri",1938,895
"Washington","Montana",6017,2109
"Washington","Nebraska",1780,1448
"Washington","Nevada",2556,980
"Washington","New Hampshire",2011,1287
"Washington","New Jersey",824,631
"Washington","New Mexico",1137,794
"Washington","New York",6885,2537
"Washington","North Carolina",1479,675
"Washington","North Dakota",904,669
"Washington","Ohio",2897,1572
"Washington","Oklahoma",1383,658
"Washington","Oregon",33712,4523
"Washington","Pennsylvania",4833,1709
"Washington","Rhode Island",373,374
"Washington","South Carolina",2327,1110
"Washington","South Dakota",18,28
"Washington","Tennessee",3115,1122
"Washington","Texas",18528,3821
"Washington","Utah",5440,2437
"Washington","Vermont",391,397
"Washington","Virginia",6656,2246
"Washington","Washington",NA,NA
"Washington","West Virginia",275,461
"Washington","Wisconsin",1456,798
"Washington","Wyoming",626,486
"Washington","Puerto Rico",318,312
"West Virginia","Alabama",245,279
"West Virginia","Alaska",192,333
"West Virginia","Arizona",356,413
"West Virginia","Arkansas",120,155
"West Virginia","California",940,530
"West Virginia","Colorado",266,272
"West Virginia","Connecticut",0,207
"West Virginia","Delaware",127,157
"West Virginia","District of Columbia",154,182
"West Virginia","Florida",3052,1076
"West Virginia","Georgia",658,468
"West Virginia","Hawaii",256,420
"West Virginia","Idaho",30,58
"West Virginia","Illinois",380,329
